	PLAYER	2016/17 	2016/17(*)
364.	Nikola Jokic	$1,358,500	$1,531,416
365.	Shabazz Napier	$1,350,120	$1,521,970
366.	Tyus Jones	$1,339,680	$1,510,201
367.	Sasha Kaun	$1,333,420	$1,503,144
368.	Timothe Luwawu	$1,326,960	$1,495,862
369.	Marcus Thornton	$1,315,448	$1,482,884
369.	Ty Lawson	$1,315,448	$1,482,884
369.	Alan Anderson	$1,315,448	$1,482,884
372.	Clint Capela	$1,296,240	$1,461,232
373.	Jarell Martin	$1,286,160	$1,449,869
374.	Brice Johnson	$1,273,920	$1,436,071
375.	Luke Babbitt	$1,227,286	$1,383,501
375.	Jeremy Evans	$1,227,286	$1,383,501
377.	Jordan Mickey	$1,223,653	$1,379,405
378.	CJ Wilcox	$1,209,600	$1,363,564
379.	Larry Nance Jr	$1,207,680	$1,361,399
380.	Terrence Jones	$1,207,194	$1,360,851
381.	Pascal Siakam	$1,196,040	$1,348,278
382.	Kyle Anderson	$1,192,080	$1,343,814
383.	Chris McCullough	$1,191,480	$1,343,137
383.	Josh Huestis	$1,191,480	$1,343,137
385.	Livio Jean-Charles	$1,188,840	$1,340,161
385.	Skal Labissiere	$1,188,840	$1,340,161
387.	Kevon Looney	$1,182,840	$1,333,397
388.	Dejounte Murray	$1,180,080	$1,330,286
389.	Damian Jones	$1,171,560	$1,320,682
390.	Hollis Thompson	$1,131,040	$1,275,003
391.	Isaiah Whitehead	$1,074,145	$1,210,867
392.	Rakeem Christmas	$1,052,342	$1,186,289
392.	Joseph Young	$1,052,342	$1,186,289
394.	John Jenkins	$1,050,961	$1,184,732
394.	Thomas Robinson	$1,050,961	$1,184,732
394.	Pablo Prigioni	$1,050,961	$1,184,732
394.	Brian Roberts	$1,050,961	$1,184,732
398.	Glenn Robinson III	$1,050,500	$1,184,212
399.	Montrezl Harrell	$1,045,000	$1,178,012
400.	Ivica Zubac	$1,034,865	$1,166,587
401.	Richaun Holmes	$1,024,000	$1,154,339
402.	Anthony Brown	$1,023,838	$1,154,156
403.	Jeff Withey	$1,015,696	$1,144,978
403.	Robert Covington	$1,015,696	$1,144,978
403.	Justin Holiday	$1,015,696	$1,144,978
403.	Ian Clark	$1,015,696	$1,144,978
403.	Isaiah Canaan	$1,015,696	$1,144,978
403.	Anthony Bennett	$1,015,696	$1,144,978
403.	Mike Muscala	$1,015,696	$1,144,978
410.	DeAndre Liggins	$1,015,695	$1,144,976
411.	Walter Tavares	$1,006,000	$1,134,048
412.	Damjan Rudez	$980,431	$1,105,225
412.	Jerami Grant	$980,431	$1,105,225
412.	Louis Amundson	$980,431	$1,105,225
412.	JaMychal Green	$980,431	$1,105,225
412.	James Michael McAdoo	$980,431	$1,105,225
412.	Beno Udrih	$980,431	$1,105,225
412.	Nick Johnson	$980,431	$1,105,225
412.	Sean Kilpatrick	$980,431	$1,105,225
412.	Joe Harris	$980,431	$1,105,225
421.	Elton Brand	$980,000	$1,104,739
422.	Axel Toupane	$977,534	$1,101,958
423.	Stephen Zimmerman	$950,000	$1,070,920
424.	Andrew Harrison	$945,000	$1,065,284
425.	Bobby Brown	$940,070	$1,059,726
426.	Tyler Ulis	$918,369	$1,035,263
427.	Jason Thompson	$893,333	$1,007,040
428.	Raul Neto	$877,800	$989,530
429.	Malcolm Brogdon	$875,000	$986,374
430.	Norman Powell	$874,636	$985,964
430.	Jonathon Simmons	$874,636	$985,964
430.	Pat Connaughton	$874,636	$985,964
430.	Alan Williams	$874,636	$985,964
430.	TJ McConnell	$874,636	$985,964
430.	Josh Richardson	$874,636	$985,964
430.	Darrun Hilliard	$874,636	$985,964
430.	Salah Mejri	$874,636	$985,964
430.	Jordan McRae	$874,636	$985,964
430.	Cristiano Felicio	$874,636	$985,964
430.	Christian Wood	$874,636	$985,964
441.	Paul Zipser	$750,000	$845,463
442.	Spencer Dinwiddie	$726,672	$819,166
443.	Ryan Kelly	$713,305	$804,098
444.	Jonathan Gibson	$671,346	$756,798
445.	Joel Anthony	$663,810	$748,303
446.	Troy Williams	$652,165	$735,175
447.	Georges Niang	$650,000	$732,735
447.	Michael Gbinije	$650,000	$732,735
447.	AJ Hammons	$650,000	$732,735
450.	Briante Weber	$623,447	$702,802
451.	Donatas Motiejunas	$607,491	$684,815
452.	Joel Bolomboy	$600,000	$676,371
452.	Jake Layman	$600,000	$676,371
454.	John Lucas	$580,344	$654,213
455.	Gary Payton II	$578,636	$652,286
456.	Toney Douglas	$564,868	$636,767
457.	Danuel House	$543,471	$612,646
457.	Sheldon Mac	$543,471	$612,646
457.	Daniel Ochefu	$543,471	$612,646
457.	Fred VanVleet	$543,471	$612,646
457.	Bryn Forbes	$543,471	$612,646
457.	Davis Bertans	$543,471	$612,646
457.	Tim Quarterman	$543,471	$612,646
457.	Derrick Jones	$543,471	$612,646
457.	Semaj Christon	$543,471	$612,646
457.	Maurice Ndour	$543,471	$612,646
457.	Marshall Plumlee	$543,471	$612,646
457.	Ron Baker	$543,471	$612,646
457.	Cheick Diallo	$543,471	$612,646
457.	Rodney McGruder	$543,471	$612,646
457.	Diamond Stone	$543,471	$612,646
457.	Chinanu Onuaku	$543,471	$612,646
457.	Kyle Wiltjer	$543,471	$612,646
457.	Patrick McCaw	$543,471	$612,646
457.	Dorian Finney-Smith	$543,471	$612,646
457.	Nicolas Brussino	$543,471	$612,646
457.	Kay Felder	$543,471	$612,646
457.	Treveon Graham	$543,471	$612,646
479.	Chasson Randle	$541,170	$610,052
480.	Arinze Onuaku	$426,775	$481,097
481.	Yogi Ferrell	$409,300	$461,397
482.	Johnny O'Bryant	$392,169	$442,085
483.	Aaron Harrison	$365,289	$411,784
484.	Okaro White	$310,995	$350,580
485.	Isaiah Taylor	$305,000	$343,821
486.	Norris Cole	$288,131	$324,805
487.	Ben Bentil	$281,968	$317,858
488.	Jarell Eddie	$277,898	$313,269
489.	Yi Jianlian	$250,000	$281,821
489.	Elliot Williams	$250,000	$281,821
491.	Lamar Patterson	$242,963	$273,888
492.	Jordan Crawford	$234,920	$264,821
