	PLAYER	2017/18 	2017/18(*)
511.	Marcus Paige	$77,250	$85,683
511.	Mangok Mathiang	$77,250	$85,683
511.	James Webb	$77,250	$85,683
511.	Jacob Wiley	$77,250	$85,683
511.	Yakuba Ouattara	$77,250	$85,683
511.	Jabari Bird	$77,250	$85,683
511.	Kadeem Allen	$77,250	$85,683
511.	Andrew White	$77,250	$85,683
511.	Tyler Cavanaugh	$77,250	$85,683
511.	Josh Magette	$77,250	$85,683
575.	Scotty Hopson	$74,158	$82,253
575.	Jonathan Gibson	$74,158	$82,253
575.	Xavier Silas	$74,158	$82,253
578.	Daniel Ochefu	$50,000	$55,458
578.	Bronson Koenig	$50,000	$55,458
578.	VJ Beachem	$50,000	$55,458
578.	Landry Nnoko	$50,000	$55,458
582.	Andre Ingram	$46,079	$51,109
582.	Trey McKinney-Jones	$46,079	$51,109
582.	Aaron Jackson	$46,079	$51,109
582.	Jameel Warney	$46,079	$51,109
582.	Marcus Thornton II	$46,079	$51,109
