	PLAYER	2018/19 	2018/19(*)
562.	Billy Garrett	$67,370	$72,638
563.	Mitch Creek	$56,845	$61,290
563.	Brandon Goodwin	$56,845	$61,290
565.	Jemerrio Jones	$52,170	$56,249
566.	Tarik Phillip	$47,370	$51,074
566.	Cody Demps	$47,370	$51,074
566.	Richard Solomon	$47,370	$51,074
566.	Kendrick Nunn	$47,370	$51,074
566.	Dusty Hannahs	$47,370	$51,074
566.	Stephan Hicks	$47,370	$51,074
566.	Michael Frazier	$47,370	$51,074
566.	Tahjere McCall	$47,370	$51,074
566.	Mitchell Creek	$47,370	$51,074
566.	Isaac Humphries	$47,370	$51,074
566.	Jordan Sibert	$47,370	$51,074
